customer_id,age,gender,state,city,income_level,top_category,device_type,acquisition_channel,loyalty_tier,session_frequency,avg_session_duration,cart_abandonment_rate,returns_ratio,discount_dependency,avg_order_value,frequency,seasonal_spike_factor,monetary_value,time_between_purchases,recency,net_promoter_score,churn
C04206,21,Male,Tamil Nadu,Chennai,Medium,Electronics,Mobile,Social Media,Prime,16,5.5,0.14,0.07,Low,14675,8,1.33,156142,46,98,70,0
C04207,54,Female,Gujarat,Ahmedabad,High,Fashion,Mobile,Organic Search,Non-Prime,13,4.4,0.35,0.18,Low,4687,2,1.32,12374,182,248,24,0
C04208,36,Female,West Bengal,Kolkata,Medium,Home & Kitchen,Mobile,Paid Ads,Non-Prime,27,3,0.4,0.12,Low,4326,4,1.26,21803,91,48,19,0
C04209,54,Male,Delhi,New Delhi,Low,Fashion,Mobile,Direct,Prime,25,3.7,0.1,0.18,Medium,1319,7,1.16,10710,52,69,56,0
C04210,38,Female,Telangana,Hyderabad,High,Beauty,Mobile,Organic Search,Non-Prime,15,3.4,0.18,0.09,Low,3286,4,1.26,16561,91,104,29,0
C04211,42,Male,Gujarat,Ahmedabad,Medium,Fashion,Mobile,Organic Search,Non-Prime,18,5.8,0.37,0.25,Medium,2146,1,1.06,2275,365,468,28,1
C04212,35,Male,Gujarat,Ahmedabad,Low,Home & Kitchen,Mobile,Social Media,Prime,15,5.1,0.16,0.09,High,2982,7,1.08,22544,52,105,48,0
C04213,23,Female,Tamil Nadu,Coimbatore,Low,Home & Kitchen,Mobile,Organic Search,Non-Prime,18,3.7,0.3,0.15,Medium,2744,1,1.1,3018,365,438,24,0
C04214,57,Male,Karnataka,Bengaluru,Low,Electronics,Desktop,Organic Search,Prime,10,12.9,0.09,0.06,Low,8380,5,1.21,50699,73,85,58,0
C04215,58,Male,Kerala,Thiruvananthapuram,Low,Electronics,Desktop,Social Media,Non-Prime,7,13.1,0.43,0.05,Medium,11217,1,1.27,14246,365,239,24,0
C04216,19,Male,Karnataka,Bengaluru,Medium,Books,Mobile,Social Media,Non-Prime,27,5.6,0.39,0.02,Medium,698,1,1.08,754,365,398,26,0
C04217,31,Female,Maharashtra,Pune,Medium,Grocery,Mobile,Direct,Prime,19,4.7,0.14,0.01,Medium,1956,5,1.21,11834,73,87,81,0
C04218,58,Female,West Bengal,Kolkata,High,Electronics,Desktop,Social Media,Non-Prime,4,17.4,0.25,0.08,Medium,35740,1,1.2,42888,365,433,46,0
C04219,20,Male,Maharashtra,Pune,Medium,Beauty,Desktop,Paid Ads,Non-Prime,11,6.7,0.39,0.11,Medium,2047,1,1.28,2620,365,414,40,0
C04220,20,Female,Kerala,Thiruvananthapuram,Medium,Electronics,Mobile,Paid Ads,Non-Prime,11,2.7,0.48,0.05,High,12102,1,1.16,14038,365,241,27,0
C04221,24,Female,Telangana,Hyderabad,Low,Beauty,Mobile,Email,Prime,22,5,0.19,0.07,High,713,4,1.2,3422,91,193,48,0
C04222,50,Male,Maharashtra,Pune,Low,Beauty,Mobile,Social Media,Prime,21,4,0.23,0.09,High,1017,11,1.09,12194,33,73,52,0
C04223,36,Male,West Bengal,Kolkata,High,Home & Kitchen,Mobile,Social Media,Non-Prime,10,2,0.23,0.12,Low,9353,1,1.07,10008,365,530,28,0
C04224,19,Female,Maharashtra,Pune,Medium,Books,Mobile,Influencer,Non-Prime,16,4.3,0.29,0.04,Low,855,2,1.27,2172,182,195,28,0
C04225,50,Female,Delhi,New Delhi,High,Grocery,Mobile,Social Media,Prime,22,2.5,0.11,0.04,Low,2195,6,1.12,14750,61,97,66,0
C04226,38,Female,Kerala,Thiruvananthapuram,Medium,Home & Kitchen,Desktop,Direct,Prime,7,6.4,0.15,0.13,Low,7358,6,1.07,47238,61,102,48,0
C04227,30,Female,West Bengal,Kolkata,Low,Fashion,Mobile,Social Media,Prime,20,2,0.15,0.17,High,1708,16,1.25,34160,23,14,38,0
C04228,31,Female,Delhi,New Delhi,Medium,Books,Mobile,Social Media,Prime,22,2.2,0.14,0.04,Medium,807,7,1.06,5988,52,95,77,0
C04229,36,Female,Maharashtra,Mumbai,Medium,Electronics,Mobile,Direct,Prime,27,3.3,0.23,0.05,High,15159,5,1.21,91712,73,51,52,0
C04230,28,Female,Kerala,Thiruvananthapuram,Medium,Home & Kitchen,Desktop,Influencer,Prime,11,7.1,0.14,0.12,Medium,4438,11,1.19,58093,33,62,52,0
C04231,25,Female,Telangana,Hyderabad,High,Electronics,Mobile,Influencer,Non-Prime,21,3,0.32,0.07,Medium,42443,9,1.25,477484,41,84,26,0
C04232,25,Female,Tamil Nadu,Coimbatore,High,Fashion,Mobile,Direct,Prime,29,4.9,0.13,0.23,Medium,4193,7,1.19,34928,52,74,51,0
C04233,58,Male,Tamil Nadu,Chennai,High,Home & Kitchen,Mobile,Organic Search,Prime,23,4,0.12,0.12,Low,7686,8,1.31,80549,46,48,58,0
C04234,27,Female,Kerala,Thiruvananthapuram,Medium,Electronics,Mobile,Direct,Prime,18,4.9,0.19,0.04,High,16813,9,1.25,189146,41,60,46,0
C04235,47,Male,Gujarat,Ahmedabad,Low,Home & Kitchen,Mobile,Paid Ads,Non-Prime,25,2.1,0.26,0.12,Medium,2626,1,1.27,3335,365,433,22,0
C04236,27,Female,Telangana,Hyderabad,Medium,Fashion,Mobile,Organic Search,Prime,10,5,0.14,0.18,Medium,2352,4,1.08,10161,91,156,45,0
C04237,41,Female,Karnataka,Bengaluru,Medium,Beauty,Mobile,Social Media,Non-Prime,15,5.2,0.35,0.09,Low,2539,7,1.25,22216,52,39,31,0
C04238,26,Male,Delhi,New Delhi,Medium,Electronics,Mobile,Email,Non-Prime,11,4.2,0.17,0.04,Low,19563,4,1.08,84512,91,77,44,0
C04239,40,Female,Telangana,Hyderabad,High,Home & Kitchen,Mobile,Social Media,Non-Prime,10,2.7,0.4,0.06,Low,8201,11,1.06,95624,33,62,24,0
C04240,43,Male,Telangana,Hyderabad,High,Fashion,Mobile,Email,Prime,22,4.8,0.15,0.33,Medium,4459,12,1.13,60464,30,47,58,0
C04241,42,Male,Kerala,Kochi,Medium,Electronics,Desktop,Organic Search,Non-Prime,5,17.7,0.23,0.04,Medium,19253,7,1.12,150944,52,108,19,0
C04242,56,Male,Kerala,Thiruvananthapuram,Medium,Books,Mobile,Direct,Non-Prime,18,5.3,0.29,0.02,Medium,836,2,1.15,1923,182,227,23,0
C04243,20,Female,Kerala,Kochi,Low,Electronics,Mobile,Organic Search,Non-Prime,29,6,0.47,0.05,High,5836,1,1.16,6770,365,673,25,1
C04244,30,Male,Telangana,Hyderabad,Low,Beauty,Desktop,Paid Ads,Non-Prime,9,14.7,0.34,0.12,Low,978,5,1.1,5379,73,148,14,0
C04245,27,Male,Maharashtra,Mumbai,Medium,Electronics,Mobile,Email,Non-Prime,29,4.3,0.23,0.06,Medium,14476,1,1.15,16647,365,204,30,0
C04246,47,Male,Telangana,Hyderabad,Medium,Home & Kitchen,Mobile,Email,Non-Prime,17,4.1,0.36,0.08,Medium,4814,15,1.06,76543,24,47,16,0
C04247,33,Male,Telangana,Hyderabad,Medium,Electronics,Mobile,Social Media,Non-Prime,27,6,0.25,0.06,Medium,17573,1,1.17,20560,365,583,30,0
C04248,50,Male,Karnataka,Bengaluru,Medium,Beauty,Mobile,Organic Search,Prime,18,2.5,0.2,0.11,High,1694,9,1.27,19362,41,21,41,0
C04249,21,Female,Karnataka,Mysuru,High,Fashion,Mobile,Social Media,Prime,12,5,0.17,0.31,Low,3700,5,1.05,19425,73,140,43,0
C04250,38,Male,Tamil Nadu,Coimbatore,Medium,Electronics,Mobile,Social Media,Non-Prime,24,3.9,0.41,0.07,Medium,14734,1,1.19,17533,365,330,25,0
C04251,50,Female,Delhi,New Delhi,Low,Fashion,Mobile,Direct,Prime,14,2.6,0.22,0.33,High,1616,8,1.07,13833,46,63,47,0
C04252,45,Male,Kerala,Kochi,Low,Electronics,Mobile,Direct,Non-Prime,24,4.2,0.45,0.05,Medium,11165,2,1.19,26573,182,345,25,1
C04253,42,Male,Karnataka,Bengaluru,Low,Electronics,Mobile,Direct,Prime,25,4.8,0.13,0.07,Medium,11599,6,1.16,80729,61,96,80,0
C04254,25,Female,Gujarat,Ahmedabad,Medium,Home & Kitchen,Mobile,Influencer,Prime,29,5.7,0.18,0.13,Medium,6161,7,1.13,48734,52,95,47,0
C04255,52,Male,Delhi,New Delhi,Low,Fashion,Mobile,Direct,Non-Prime,29,3.1,0.4,0.31,Medium,1643,1,1.22,2004,365,802,14,1
C04256,49,Male,Karnataka,Mysuru,Low,Electronics,Mobile,Paid Ads,Prime,25,4,0.14,0.03,High,10306,4,1.25,51530,91,167,83,0
C04257,46,Female,Karnataka,Mysuru,Low,Books,Mobile,Influencer,Non-Prime,25,3.1,0.42,0.04,High,518,1,1.13,585,365,556,24,1
C04258,44,Female,Kerala,Kochi,Low,Books,Desktop,Organic Search,Prime,5,15.9,0.13,0.01,Low,637,6,1.25,4778,61,127,86,0
C04259,26,Female,Gujarat,Ahmedabad,Low,Fashion,Mobile,Organic Search,Non-Prime,20,3,0.44,0.23,High,1951,1,1.11,2166,365,250,22,0
C04260,56,Male,Tamil Nadu,Chennai,Medium,Fashion,Desktop,Social Media,Non-Prime,5,14.3,0.33,0.17,Medium,2654,1,1.08,2866,365,340,25,0
C04261,55,Female,Karnataka,Mysuru,Low,Fashion,Mobile,Email,Prime,27,2.4,0.23,0.28,High,1261,4,1.19,6002,91,84,42,0
C04262,58,Female,Delhi,New Delhi,Low,Home & Kitchen,Mobile,Organic Search,Non-Prime,27,4.7,0.32,0.06,Medium,3019,1,1.35,4076,365,727,14,1
C04263,36,Female,Maharashtra,Mumbai,Medium,Fashion,Mobile,Social Media,Non-Prime,23,3.9,0.46,0.3,High,2398,1,1.25,2998,365,386,38,0
C04264,51,Male,Tamil Nadu,Chennai,Low,Fashion,Desktop,Organic Search,Non-Prime,11,15.9,0.41,0.22,Medium,1245,1,1.23,1531,365,246,35,0
C04265,45,Female,Gujarat,Ahmedabad,Medium,Fashion,Mobile,Social Media,Non-Prime,19,3,0.45,0.17,Medium,3006,2,1.19,7154,182,191,18,0
C04266,58,Female,Telangana,Hyderabad,Medium,Books,Mobile,Influencer,Prime,15,4.3,0.14,0.02,Medium,955,5,1.3,6208,73,50,83,0
C04267,54,Female,West Bengal,Kolkata,Medium,Home & Kitchen,Mobile,Email,Prime,27,4.9,0.14,0.11,Medium,4773,5,1.23,29354,73,60,45,0
C04268,28,Female,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Social Media,Prime,28,2.8,0.24,0.14,High,2101,8,1.07,17985,46,67,48,0
C04269,44,Male,Tamil Nadu,Chennai,Low,Fashion,Desktop,Organic Search,Non-Prime,3,9,0.47,0.17,High,1102,1,1.14,1256,365,240,23,0
C04270,37,Female,Maharashtra,Pune,Medium,Home & Kitchen,Mobile,Organic Search,Prime,10,2.1,0.23,0.09,High,4998,7,1.14,39884,52,49,58,0
C04271,45,Male,Kerala,Kochi,High,Books,Desktop,Organic Search,Non-Prime,9,8.3,0.41,0.04,High,728,1,1.25,910,365,445,28,1
C04272,55,Female,Gujarat,Ahmedabad,Medium,Fashion,Mobile,Social Media,Non-Prime,25,5.1,0.24,0.3,Low,2492,1,1.34,3339,365,364,19,0
C04273,22,Female,Telangana,Hyderabad,Medium,Fashion,Mobile,Email,Prime,12,2.8,0.23,0.22,High,1810,8,1.07,15494,46,67,51,0
C04274,55,Female,West Bengal,Kolkata,Medium,Home & Kitchen,Mobile,Direct,Non-Prime,23,2.9,0.3,0.11,Low,5725,1,1.35,7729,365,289,29,0
C04275,34,Male,Karnataka,Mysuru,Low,Home & Kitchen,Mobile,Social Media,Prime,15,3.2,0.13,0.06,Medium,2860,7,1.23,24625,52,58,75,0
C04276,46,Female,Maharashtra,Pune,Low,Beauty,Mobile,Paid Ads,Prime,17,2.6,0.22,0.1,High,695,4,1.23,3419,91,190,45,0
C04277,29,Male,Karnataka,Bengaluru,Medium,Home & Kitchen,Desktop,Direct,Non-Prime,9,9.5,0.47,0.13,High,4653,1,1.07,4979,365,622,25,1
C04278,35,Female,Tamil Nadu,Coimbatore,Low,Home & Kitchen,Mobile,Paid Ads,Non-Prime,13,2.1,0.48,0.14,High,2048,8,1.26,20644,46,67,22,0
C04279,47,Female,Telangana,Hyderabad,Low,Electronics,Mobile,Organic Search,Non-Prime,14,5.1,0.46,0.04,High,6721,2,1.07,14383,182,321,24,1
C04280,53,Female,Gujarat,Ahmedabad,Medium,Fashion,Mobile,Organic Search,Prime,21,2.1,0.14,0.23,Low,3313,7,1.22,28293,52,104,55,0
C04281,49,Female,Tamil Nadu,Coimbatore,Low,Books,Mobile,Social Media,Prime,27,3.9,0.15,0.04,Medium,535,6,1.25,4012,61,59,83,0
C04282,46,Male,Delhi,New Delhi,Medium,Electronics,Mobile,Influencer,Non-Prime,12,4.1,0.29,0.05,Low,14225,2,1.24,35278,182,106,27,0
C04283,32,Male,Kerala,Thiruvananthapuram,Medium,Home & Kitchen,Desktop,Social Media,Non-Prime,9,14.9,0.29,0.08,High,3651,20,1.07,78131,18,26,37,0
C04284,32,Female,West Bengal,Kolkata,Medium,Fashion,Mobile,Organic Search,Non-Prime,11,3.4,0.25,0.25,Medium,2374,1,1.14,2706,365,217,37,0
C04285,28,Female,Kerala,Thiruvananthapuram,Low,Beauty,Desktop,Paid Ads,Non-Prime,10,8.2,0.36,0.08,High,835,1,1.17,977,365,484,34,0
C04286,49,Female,Tamil Nadu,Coimbatore,Medium,Home & Kitchen,Desktop,Direct,Non-Prime,4,14.8,0.3,0.15,Medium,4030,1,1.08,4352,365,233,25,0
C04287,57,Female,Tamil Nadu,Chennai,Medium,Fashion,Desktop,Organic Search,Prime,11,10.7,0.1,0.27,Low,2705,17,1.06,48744,21,16,56,0
C04288,51,Male,Karnataka,Mysuru,Low,Electronics,Mobile,Paid Ads,Prime,26,4,0.17,0.06,High,8398,14,1.25,146965,26,28,56,0
C04289,57,Female,Maharashtra,Mumbai,Low,Beauty,Mobile,Organic Search,Non-Prime,17,5.4,0.32,0.06,Low,1251,2,1.16,2902,182,271,26,0
C04290,53,Female,Delhi,New Delhi,Low,Fashion,Mobile,Email,Prime,13,2.1,0.13,0.31,Low,1531,5,1.34,10258,73,99,41,0
C04291,52,Male,Tamil Nadu,Chennai,High,Books,Mobile,Social Media,Non-Prime,18,4.5,0.42,0.04,Low,1093,5,1.28,6995,73,46,21,0
C04292,34,Female,Gujarat,Ahmedabad,High,Beauty,Mobile,Paid Ads,Prime,22,4.2,0.17,0.07,Medium,2993,7,1.06,22208,52,44,50,0
C04293,32,Female,Karnataka,Mysuru,Low,Fashion,Mobile,Direct,Prime,23,5.4,0.17,0.2,High,1375,5,1.14,7837,73,97,45,0
C04294,24,Male,West Bengal,Kolkata,Medium,Electronics,Mobile,Influencer,Non-Prime,29,5.3,0.42,0.06,Low,18486,1,1.06,19595,365,487,21,1
C04295,20,Male,Kerala,Kochi,High,Home & Kitchen,Mobile,Social Media,Prime,12,4.1,0.07,0.06,Low,9796,6,1.07,62890,61,49,75,0
C04296,40,Female,West Bengal,Kolkata,Medium,Home & Kitchen,Mobile,Organic Search,Non-Prime,16,4.2,0.26,0.12,Medium,4924,2,1.05,10340,182,220,17,0
C04297,59,Female,Kerala,Kochi,Low,Electronics,Mobile,Direct,Prime,21,5.1,0.22,0.04,High,5723,6,1.29,44296,61,81,43,0
C04298,56,Male,Gujarat,Ahmedabad,Low,Electronics,Mobile,Social Media,Non-Prime,11,2.9,0.21,0.07,Medium,8363,1,1.32,11039,365,792,30,1
C04299,29,Female,West Bengal,Kolkata,Low,Beauty,Mobile,Paid Ads,Non-Prime,17,2.7,0.43,0.09,High,602,6,1.21,4371,61,57,25,0
C04300,31,Male,Telangana,Hyderabad,Medium,Grocery,Mobile,Direct,Non-Prime,13,4.6,0.38,0.02,Low,2327,1,1.18,2746,365,732,19,1
C04301,38,Male,Gujarat,Ahmedabad,Low,Electronics,Desktop,Direct,Prime,7,9.2,0.16,0.06,High,6417,4,1.21,31058,91,65,69,0
C04302,23,Male,Telangana,Hyderabad,Medium,Electronics,Mobile,Influencer,Non-Prime,10,2.4,0.45,0.07,Medium,13488,1,1.18,15916,365,229,23,0
C04303,32,Female,Telangana,Hyderabad,Medium,Electronics,Mobile,Social Media,Prime,17,4.9,0.16,0.06,High,13938,42,1.26,737599,9,10,74,0
C04304,23,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Organic Search,Non-Prime,15,5,0.19,0.26,Low,2806,7,1.21,23767,52,112,35,0
C04305,43,Female,Karnataka,Bengaluru,Medium,Beauty,Desktop,Social Media,Prime,7,12.2,0.16,0.09,High,1539,9,1.17,16206,41,24,51,0
C04306,43,Male,Telangana,Hyderabad,Low,Electronics,Mobile,Organic Search,Non-Prime,12,2.9,0.4,0.08,High,6259,4,1.26,31545,91,145,42,0
C04307,38,Male,Tamil Nadu,Coimbatore,Medium,Beauty,Mobile,Organic Search,Non-Prime,10,2.6,0.48,0.1,High,1918,1,1.15,2206,365,523,30,1
C04308,33,Female,West Bengal,Kolkata,High,Fashion,Desktop,Organic Search,Non-Prime,11,14.6,0.39,0.33,Low,4107,1,1.19,4887,365,515,14,1
C04309,43,Male,Maharashtra,Mumbai,Medium,Home & Kitchen,Mobile,Influencer,Prime,17,4.7,0.18,0.07,Medium,4817,10,1.19,57322,36,54,43,0
C04310,20,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Email,Prime,20,2.1,0.14,0.35,High,2099,8,1.2,20150,46,53,44,0
C04311,50,Male,Telangana,Hyderabad,Low,Grocery,Mobile,Direct,Non-Prime,19,5,0.35,0.03,High,812,12,1.34,13057,30,66,23,0
C04312,27,Male,Kerala,Kochi,Low,Electronics,Mobile,Email,Prime,12,4.8,0.22,0.06,High,9887,16,1.27,200904,23,25,47,0
C04313,28,Male,Maharashtra,Pune,High,Fashion,Desktop,Direct,Non-Prime,10,6.1,0.37,0.19,Low,4430,1,1.18,5227,365,328,27,0
C04314,45,Male,Delhi,New Delhi,Medium,Grocery,Desktop,Email,Non-Prime,4,10.2,0.41,0.02,High,1860,3,1.31,7310,122,259,22,1
C04315,48,Female,Telangana,Hyderabad,Low,Fashion,Desktop,Direct,Prime,8,17,0.15,0.19,Low,2463,7,1.1,18965,52,41,53,0
C04316,42,Female,Delhi,New Delhi,Low,Grocery,Mobile,Direct,Non-Prime,18,5.4,0.31,0.03,Medium,1076,1,1.29,1388,365,621,32,1
C04317,43,Male,Kerala,Kochi,Medium,Fashion,Mobile,Organic Search,Non-Prime,21,3.2,0.29,0.26,Medium,3484,1,1.28,4460,365,775,21,1
C04318,30,Female,Kerala,Kochi,Medium,Home & Kitchen,Desktop,Social Media,Non-Prime,6,17.5,0.34,0.1,Medium,5403,1,1.06,5727,365,700,30,1
C04319,27,Female,Tamil Nadu,Chennai,Low,Beauty,Mobile,Direct,Non-Prime,19,3.4,0.46,0.07,High,793,3,1.27,3021,122,212,15,1
C04320,55,Male,Kerala,Thiruvananthapuram,Medium,Electronics,Mobile,Paid Ads,Prime,18,2.3,0.09,0.05,Medium,19807,8,1.11,175886,46,50,64,0
C04321,18,Male,Gujarat,Ahmedabad,Medium,Electronics,Mobile,Direct,Prime,12,4.5,0.18,0.06,Medium,18120,4,1.16,84077,91,200,50,0
C04322,50,Female,Karnataka,Mysuru,Medium,Fashion,Mobile,Paid Ads,Prime,15,3.3,0.09,0.31,Medium,2056,7,1.21,17414,52,89,50,0
C04323,26,Male,Karnataka,Mysuru,High,Home & Kitchen,Mobile,Social Media,Non-Prime,17,5.7,0.3,0.12,Medium,9018,3,1.13,30571,122,124,19,0
C04324,53,Female,Karnataka,Mysuru,Medium,Fashion,Mobile,Paid Ads,Prime,29,2.9,0.13,0.16,Medium,3204,10,1.24,39730,36,47,55,0
C04325,24,Female,Delhi,New Delhi,Medium,Beauty,Desktop,Organic Search,Prime,10,7.7,0.16,0.09,High,1785,7,1.34,16743,52,72,58,0
C04326,46,Female,Maharashtra,Pune,High,Books,Mobile,Social Media,Non-Prime,16,5.2,0.18,0.01,Low,1162,2,1.2,2789,182,372,50,0
C04327,22,Female,West Bengal,Kolkata,Medium,Beauty,Desktop,Direct,Non-Prime,7,11.2,0.31,0.08,Medium,1817,1,1.32,2398,365,512,24,1
C04328,30,Male,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Influencer,Prime,13,2.4,0.17,0.07,High,2426,9,1.05,22926,41,62,45,0
C04329,44,Male,Maharashtra,Pune,High,Electronics,Mobile,Organic Search,Prime,23,4.3,0.14,0.05,Medium,21207,4,1.23,104338,91,57,72,0
C04330,19,Male,Telangana,Hyderabad,Medium,Electronics,Mobile,Direct,Prime,23,2,0.21,0.05,High,9678,5,1.12,54197,73,45,50,0
C04331,45,Male,West Bengal,Kolkata,Medium,Grocery,Mobile,Paid Ads,Non-Prime,21,4,0.32,0.01,Medium,1664,7,1.12,13046,52,85,21,0
C04332,52,Female,Karnataka,Bengaluru,Medium,Fashion,Mobile,Paid Ads,Prime,10,3.3,0.08,0.28,Low,2402,6,1.32,19024,61,128,53,0
C04333,44,Female,Delhi,New Delhi,Medium,Home & Kitchen,Mobile,Direct,Non-Prime,17,5.3,0.27,0.09,Low,7102,1,1.18,8380,365,415,28,0
C04334,23,Female,Tamil Nadu,Coimbatore,Medium,Electronics,Mobile,Organic Search,Non-Prime,17,4.7,0.36,0.05,High,14731,1,1.14,16793,365,417,15,1
C04335,21,Male,Kerala,Thiruvananthapuram,Low,Electronics,Mobile,Paid Ads,Prime,14,5.5,0.14,0.06,High,6814,8,1.19,64869,46,85,66,0
C04336,45,Female,Karnataka,Mysuru,Low,Beauty,Desktop,Direct,Prime,5,7.9,0.14,0.06,Medium,1467,13,1.05,20025,28,31,83,0
C04337,24,Female,West Bengal,Kolkata,Medium,Electronics,Desktop,Email,Prime,8,9,0.11,0.06,Medium,17306,6,1.08,112143,61,38,78,0
C04338,27,Female,Maharashtra,Pune,Low,Grocery,Mobile,Direct,Non-Prime,17,2.5,0.36,0.02,High,963,4,1.27,4892,91,190,26,0
C04339,24,Female,West Bengal,Kolkata,Medium,Fashion,Desktop,Organic Search,Non-Prime,6,9.8,0.34,0.33,High,2433,22,1.19,63696,17,29,30,0
C04340,46,Female,Delhi,New Delhi,Low,Beauty,Desktop,Social Media,Non-Prime,7,14.3,0.32,0.05,Low,1481,1,1.34,1985,365,683,28,1
C04341,31,Female,Karnataka,Mysuru,High,Fashion,Mobile,Organic Search,Prime,11,3.5,0.17,0.16,Low,4826,9,1.19,51686,41,49,52,0
C04342,43,Female,Karnataka,Bengaluru,Medium,Home & Kitchen,Mobile,Social Media,Non-Prime,25,3.1,0.26,0.13,Medium,5614,1,1.24,6961,365,356,38,0
C04343,31,Male,Kerala,Kochi,High,Electronics,Mobile,Email,Prime,19,5.3,0.16,0.08,Low,27156,9,1.17,285953,41,87,52,0
C04344,53,Female,Kerala,Kochi,High,Grocery,Mobile,Organic Search,Prime,19,3.6,0.23,0.02,High,1981,7,1.18,16363,52,42,47,0
C04345,38,Male,Tamil Nadu,Coimbatore,Low,Electronics,Mobile,Organic Search,Prime,26,3.9,0.23,0.07,High,8294,6,1.23,61210,61,133,40,0
C04346,40,Male,Kerala,Kochi,Low,Home & Kitchen,Mobile,Direct,Non-Prime,23,2.3,0.39,0.12,High,3031,1,1.25,3789,365,404,20,1
C04347,50,Male,Tamil Nadu,Chennai,High,Books,Mobile,Influencer,Non-Prime,12,5.6,0.33,0.01,Low,957,7,1.23,8240,52,105,30,0
C04348,50,Male,Kerala,Thiruvananthapuram,Low,Home & Kitchen,Mobile,Organic Search,Non-Prime,28,4.2,0.26,0.08,High,2165,11,1.09,25958,33,39,29,0
C04349,19,Male,West Bengal,Kolkata,Medium,Electronics,Mobile,Social Media,Prime,18,2.8,0.1,0.04,Low,19269,5,1.07,103089,73,78,79,0
C04350,58,Male,Delhi,New Delhi,High,Home & Kitchen,Mobile,Social Media,Prime,11,4.8,0.23,0.12,High,6327,38,1.34,322171,10,8,56,0
C04351,44,Female,West Bengal,Kolkata,Medium,Grocery,Mobile,Organic Search,Non-Prime,25,2.6,0.32,0.02,High,1748,1,1.12,1958,365,512,19,1
C04352,52,Male,Gujarat,Ahmedabad,Medium,Home & Kitchen,Mobile,Influencer,Non-Prime,18,4.2,0.32,0.09,Medium,5035,1,1.18,5941,365,224,16,0
C04353,21,Female,Gujarat,Ahmedabad,Low,Electronics,Mobile,Social Media,Non-Prime,13,5.7,0.47,0.04,High,8360,1,1.07,8945,365,643,17,1
C04354,19,Male,Gujarat,Ahmedabad,Low,Books,Mobile,Direct,Non-Prime,24,2.8,0.34,0.02,High,558,1,1.11,619,365,707,17,1
C04355,24,Male,West Bengal,Kolkata,Low,Grocery,Desktop,Social Media,Non-Prime,8,6.7,0.44,0.02,High,1293,3,1.16,4500,122,220,22,0
C04356,26,Female,Delhi,New Delhi,High,Grocery,Desktop,Organic Search,Non-Prime,8,17.4,0.29,0.01,Medium,2147,2,1.06,4552,182,171,19,0
C04357,18,Female,Maharashtra,Pune,Low,Home & Kitchen,Mobile,Email,Non-Prime,10,4.5,0.37,0.11,High,2586,1,1.25,3232,365,626,16,1
C04358,52,Male,Gujarat,Ahmedabad,High,Fashion,Mobile,Organic Search,Non-Prime,12,5.2,0.21,0.31,Low,4180,1,1.3,5434,365,370,29,0
C04359,27,Female,Gujarat,Ahmedabad,Medium,Fashion,Mobile,Direct,Non-Prime,10,5.1,0.27,0.28,Low,2934,40,1.27,149047,9,6,23,0
C04360,24,Female,Maharashtra,Pune,Medium,Fashion,Mobile,Social Media,Prime,11,5.5,0.13,0.34,Medium,2882,8,1.35,31126,46,96,56,0
C04361,19,Female,Gujarat,Ahmedabad,High,Home & Kitchen,Mobile,Direct,Non-Prime,11,3.9,0.33,0.14,Low,10457,1,1.32,13803,365,643,22,1
C04362,58,Male,West Bengal,Kolkata,Low,Books,Mobile,Organic Search,Prime,11,2.1,0.14,0.03,Medium,751,4,1.28,3845,91,93,68,0
C04363,58,Male,West Bengal,Kolkata,Medium,Electronics,Mobile,Organic Search,Prime,14,4.1,0.07,0.06,Low,20281,7,1.26,178878,52,48,71,0
C04364,23,Male,West Bengal,Kolkata,Low,Fashion,Mobile,Social Media,Non-Prime,11,4.1,0.39,0.22,Medium,2205,2,1.23,5424,182,186,26,0
C04365,55,Male,Karnataka,Mysuru,Low,Books,Mobile,Organic Search,Prime,19,5,0.21,0.05,High,406,6,1.16,2826,61,48,53,0
C04366,46,Female,Kerala,Kochi,Low,Electronics,Mobile,Direct,Non-Prime,26,5.8,0.21,0.04,Medium,9808,1,1.07,10495,365,250,43,0
C04367,45,Female,Delhi,New Delhi,Medium,Fashion,Mobile,Social Media,Non-Prime,12,3.5,0.17,0.17,Low,2824,1,1.13,3191,365,434,32,0
C04368,36,Female,West Bengal,Kolkata,Low,Home & Kitchen,Desktop,Organic Search,Non-Prime,5,16.1,0.31,0.12,High,3300,1,1.13,3729,365,542,32,0
C04369,40,Female,Delhi,New Delhi,Low,Fashion,Desktop,Paid Ads,Prime,11,6.6,0.18,0.29,High,1261,8,1.34,13518,46,31,45,0
C04370,44,Male,Maharashtra,Pune,High,Books,Mobile,Paid Ads,Prime,20,2.7,0.06,0.02,Low,1111,5,1.35,7499,73,79,71,0
C04371,20,Male,Kerala,Kochi,Medium,Electronics,Desktop,Influencer,Non-Prime,7,15.3,0.27,0.06,High,15191,1,1.05,15951,365,763,29,1
C04372,30,Male,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Organic Search,Non-Prime,14,4.4,0.32,0.06,High,2157,1,1.33,2869,365,739,17,1
