customer_id,recency,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,RFM_Segment,Cluster
C04212,105,7,22544,3,4,4,11,Loyal Customers,3
C04213,438,1,3018,1,2,1,4,Lost,0
C04214,85,5,50699,4,4,5,13,Champions,3
C04215,239,1,14246,2,2,3,7,Potential Loyalists,3
C04216,398,1,754,2,2,1,5,At Risk,0
C04217,87,5,11834,4,4,3,11,Loyal Customers,3
C04218,433,1,42888,1,2,5,8,Potential Loyalists,0
C04219,414,1,2620,2,2,1,5,At Risk,0
C04220,241,1,14038,2,2,3,7,Potential Loyalists,3
C04221,193,4,3422,3,3,2,8,Potential Loyalists,3
C04222,73,11,12194,4,5,3,12,Loyal Customers,3
C04223,530,1,10008,1,2,3,6,At Risk,0
C04224,195,2,2172,3,3,1,7,Potential Loyalists,3
C04225,97,6,14750,3,4,3,10,Loyal Customers,3
C04226,102,6,47238,3,4,5,12,Loyal Customers,3
C04227,14,16,34160,5,5,4,14,Champions,3
C04228,95,7,5988,4,4,2,10,Loyal Customers,3
C04229,51,5,91712,5,4,5,14,Champions,3
C04230,62,11,58093,4,5,5,14,Champions,3
C04231,84,9,477484,4,5,5,14,Champions,1
C04232,74,7,34928,4,4,4,12,Loyal Customers,3
C04233,48,8,80549,5,5,5,15,Champions,3
C04234,60,9,189146,4,5,5,14,Champions,3
C04235,433,1,3335,1,2,2,5,At Risk,0
C04236,156,4,10161,3,3,3,9,Potential Loyalists,3
C04237,39,7,22216,5,4,4,13,Champions,3
C04238,77,4,84512,4,3,5,12,Loyal Customers,3
C04239,62,11,95624,4,5,5,14,Champions,3
C04240,47,12,60464,5,5,5,15,Champions,3
C04241,108,7,150944,3,4,5,12,Loyal Customers,3
C04242,227,2,1923,2,3,1,6,At Risk,3
C04243,673,1,6770,1,2,2,5,At Risk,0
C04244,148,5,5379,3,4,2,9,Potential Loyalists,3
C04245,204,1,16647,2,2,3,7,Potential Loyalists,3
C04246,47,15,76543,5,5,5,15,Champions,3
C04247,583,1,20560,1,2,4,7,Potential Loyalists,0
C04248,21,9,19362,5,5,4,14,Champions,3
C04249,140,5,19425,3,4,4,11,Loyal Customers,3
C04250,330,1,17533,2,2,4,8,Potential Loyalists,0
C04251,63,8,13833,4,5,3,12,Loyal Customers,3
C04252,345,2,26573,2,3,4,9,Potential Loyalists,0
C04253,96,6,80729,4,4,5,13,Champions,3
C04254,95,7,48734,4,4,5,13,Champions,3
C04255,802,1,2004,1,2,1,4,Lost,0
C04256,167,4,51530,3,3,5,11,Loyal Customers,3
C04257,556,1,585,1,2,1,4,Lost,0
C04258,127,6,4778,3,4,2,9,Potential Loyalists,3
C04259,250,1,2166,2,2,1,5,At Risk,3
C04260,340,1,2866,2,2,1,5,At Risk,0
C04261,84,4,6002,4,3,2,9,Potential Loyalists,3
C04262,727,1,4076,1,2,2,5,At Risk,0
C04263,386,1,2998,2,2,1,5,At Risk,0
C04264,246,1,1531,2,2,1,5,At Risk,3
C04265,191,2,7154,3,3,2,8,Potential Loyalists,3
C04266,50,5,6208,5,4,2,11,Loyal Customers,3
C04267,60,5,29354,4,4,4,12,Loyal Customers,3
C04268,67,8,17985,4,5,4,13,Champions,3
C04269,240,1,1256,2,2,1,5,At Risk,3
C04270,49,7,39884,5,4,4,13,Champions,3
C04271,445,1,910,1,2,1,4,Lost,0
C04272,364,1,3339,2,2,2,6,At Risk,0
C04273,67,8,15494,4,5,3,12,Loyal Customers,3
C04274,289,1,7729,2,2,2,6,At Risk,0
C04275,58,7,24625,4,4,4,12,Loyal Customers,3
C04276,190,4,3419,3,3,2,8,Potential Loyalists,3
C04277,622,1,4979,1,2,2,5,At Risk,0
C04278,67,8,20644,4,5,4,13,Champions,3
C04279,321,2,14383,2,3,3,8,Potential Loyalists,0
C04280,104,7,28293,3,4,4,11,Loyal Customers,3
C04281,59,6,4012,4,4,2,10,Loyal Customers,3
C04282,106,2,35278,3,3,4,10,Loyal Customers,3
C04283,26,20,78131,5,5,5,15,Champions,2
C04284,217,1,2706,2,2,1,5,At Risk,3
C04285,484,1,977,1,2,1,4,Lost,0
C04286,233,1,4352,2,2,2,6,At Risk,3
C04287,16,17,48744,5,5,5,15,Champions,3
C04288,28,14,146965,5,5,5,15,Champions,3
C04289,271,2,2902,2,3,1,6,At Risk,3
C04290,99,5,10258,3,4,3,10,Loyal Customers,3
C04291,46,5,6995,5,4,2,11,Loyal Customers,3
C04292,44,7,22208,5,4,4,13,Champions,3
C04293,97,5,7837,3,4,2,9,Potential Loyalists,3
C04294,487,1,19595,1,2,4,7,Potential Loyalists,0
C04295,49,6,62890,5,4,5,14,Champions,3
C04296,220,2,10340,2,3,3,8,Potential Loyalists,3
C04297,81,6,44296,4,4,5,13,Champions,3
C04298,792,1,11039,1,2,3,6,At Risk,0
C04299,57,6,4371,4,4,2,10,Loyal Customers,3
C04300,732,1,2746,1,2,1,4,Lost,0
C04301,65,4,31058,4,3,4,11,Loyal Customers,3
C04302,229,1,15916,2,2,3,7,Potential Loyalists,3
C04303,10,42,737599,5,5,5,15,Champions,1
C04304,112,7,23767,3,4,4,11,Loyal Customers,3
C04305,24,9,16206,5,5,3,13,Champions,3
C04306,145,4,31545,3,3,4,10,Loyal Customers,3
C04307,523,1,2206,1,2,1,4,Lost,0
C04308,515,1,4887,1,2,2,5,At Risk,0
C04309,54,10,57322,5,5,5,15,Champions,3
C04310,53,8,20150,5,5,4,14,Champions,3
C04311,66,12,13057,4,5,3,12,Loyal Customers,3
C04312,25,16,200904,5,5,5,15,Champions,3
C04313,328,1,5227,2,2,2,6,At Risk,0
C04314,259,3,7310,2,3,2,7,Potential Loyalists,3
C04315,41,7,18965,5,4,4,13,Champions,3
C04316,621,1,1388,1,2,1,4,Lost,0
C04317,775,1,4460,1,2,2,5,At Risk,0
C04318,700,1,5727,1,2,2,5,At Risk,0
C04319,212,3,3021,2,3,1,6,At Risk,3
C04320,50,8,175886,5,5,5,15,Champions,3
C04321,200,4,84077,2,3,5,10,Loyal Customers,3
C04322,89,7,17414,4,4,4,12,Loyal Customers,3
C04323,124,3,30571,3,3,4,10,Loyal Customers,3
C04324,47,10,39730,5,5,4,14,Champions,3
C04325,72,7,16743,4,4,3,11,Loyal Customers,3
C04326,372,2,2789,2,3,1,6,At Risk,0
C04327,512,1,2398,1,2,1,4,Lost,0
C04328,62,9,22926,4,5,4,13,Champions,3
C04329,57,4,104338,4,3,5,12,Loyal Customers,3
C04330,45,5,54197,5,4,5,14,Champions,3
C04331,85,7,13046,4,4,3,11,Loyal Customers,3
C04332,128,6,19024,3,4,4,11,Loyal Customers,3
C04333,415,1,8380,2,2,3,7,Potential Loyalists,0
C04334,417,1,16793,2,2,3,7,Potential Loyalists,0
C04335,85,8,64869,4,5,5,14,Champions,3
C04336,31,13,20025,5,5,4,14,Champions,3
C04337,38,6,112143,5,4,5,14,Champions,3
C04338,190,4,4892,3,3,2,8,Potential Loyalists,3
C04339,29,22,63696,5,5,5,15,Champions,2
C04340,683,1,1985,1,2,1,4,Lost,0
C04341,49,9,51686,5,5,5,15,Champions,3
C04342,356,1,6961,2,2,2,6,At Risk,0
C04343,87,9,285953,4,5,5,14,Champions,3
C04344,42,7,16363,5,4,3,12,Loyal Customers,3
C04345,133,6,61210,3,4,5,12,Loyal Customers,3
C04346,404,1,3789,2,2,2,6,At Risk,0
C04347,105,7,8240,3,4,2,9,Potential Loyalists,3
C04348,39,11,25958,5,5,4,14,Champions,3
C04349,78,5,103089,4,4,5,13,Champions,3
C04350,8,38,322171,5,5,5,15,Champions,2
C04351,512,1,1958,1,2,1,4,Lost,0
C04352,224,1,5941,2,2,2,6,At Risk,3
C04353,643,1,8945,1,2,3,6,At Risk,0
C04354,707,1,619,1,2,1,4,Lost,0
C04355,220,3,4500,2,3,2,7,Potential Loyalists,3
C04356,171,2,4552,3,3,2,8,Potential Loyalists,3
C04357,626,1,3232,1,2,2,5,At Risk,0
C04358,370,1,5434,2,2,2,6,At Risk,0
C04359,6,40,149047,5,5,5,15,Champions,2
C04360,96,8,31126,4,5,4,13,Champions,3
C04361,643,1,13803,1,2,3,6,At Risk,0
C04362,93,4,3845,4,3,2,9,Potential Loyalists,3
C04363,48,7,178878,5,4,5,14,Champions,3
C04364,186,2,5424,3,3,2,8,Potential Loyalists,3
C04365,48,6,2826,5,4,1,10,Loyal Customers,3
C04366,250,1,10495,2,2,3,7,Potential Loyalists,3
C04367,434,1,3191,1,2,2,5,At Risk,0
C04368,542,1,3729,1,2,2,5,At Risk,0
C04369,31,8,13518,5,5,3,13,Champions,3
C04370,79,5,7499,4,4,2,10,Loyal Customers,3
C04371,763,1,15951,1,2,3,6,At Risk,0
C04372,739,1,2869,1,2,1,4,Lost,0
C04373,206,3,19839,2,3,4,9,Potential Loyalists,3
C04374,346,2,26816,2,3,4,9,Potential Loyalists,0
C04375,65,3,17159,4,3,4,11,Loyal Customers,3
C04376,66,8,70701,4,5,5,14,Champions,3
C04377,289,1,2455,2,2,1,5,At Risk,0
C04378,209,1,2711,2,2,1,5,At Risk,3
C04379,54,4,52854,5,3,5,13,Champions,3
C04380,75,8,13471,4,5,3,12,Loyal Customers,3
C04381,85,6,2971,4,4,1,9,Potential Loyalists,3
C04382,106,5,14378,3,4,3,10,Loyal Customers,3
C04383,85,7,23276,4,4,4,12,Loyal Customers,3
C04384,32,7,24530,5,4,4,13,Champions,3
C04385,45,8,60378,5,5,5,15,Champions,3
C04386,247,1,40740,2,2,4,8,Potential Loyalists,3
C04387,25,8,32516,5,5,4,14,Champions,3
C04388,125,6,15721,3,4,3,10,Loyal Customers,3
C04389,284,2,8743,2,3,3,8,Potential Loyalists,3
C04390,195,1,11161,3,2,3,8,Potential Loyalists,3
C04391,185,1,41345,3,2,4,9,Potential Loyalists,3
C04392,34,15,51500,5,5,5,15,Champions,3
C04393,44,6,7849,5,4,2,11,Loyal Customers,3
C04394,39,5,4951,5,4,2,11,Loyal Customers,3
C04395,569,1,6090,1,2,2,5,At Risk,0
C04396,693,1,953,1,2,1,4,Lost,0
C04397,122,2,6825,3,3,2,8,Potential Loyalists,3
C04398,381,1,10128,2,2,3,7,Potential Loyalists,0
C04399,91,7,36835,4,4,4,12,Loyal Customers,3
C04400,561,1,2796,1,2,1,4,Lost,0
C04401,517,1,3879,1,2,2,5,At Risk,0
C04402,199,4,6264,3,3,2,8,Potential Loyalists,3
C04403,218,2,22776,2,3,4,9,Potential Loyalists,3
C04404,326,1,1438,2,2,1,5,At Risk,0
C04405,103,5,61303,3,4,5,12,Loyal Customers,3
C04406,4,46,2191431,5,5,5,15,Champions,1
C04407,88,8,21070,4,5,4,13,Champions,3
C04408,253,3,68936,2,3,5,10,Loyal Customers,3
C04409,590,1,1172,1,2,1,4,Lost,0
C04410,95,6,21161,4,4,4,12,Loyal Customers,3
C04411,323,2,54032,2,3,5,10,Loyal Customers,0
C04412,93,8,12230,4,5,3,12,Loyal Customers,3
C04413,105,7,17238,3,4,4,11,Loyal Customers,3
C04414,541,1,1712,1,2,1,4,Lost,0
C04415,202,2,24945,2,3,4,9,Potential Loyalists,3
C04416,731,1,13443,1,2,3,6,At Risk,0
C04417,377,1,2591,2,2,1,5,At Risk,0
C04418,201,1,2850,2,2,1,5,At Risk,3
C04419,110,5,47485,3,4,5,12,Loyal Customers,3
C04420,313,1,2452,2,2,1,5,At Risk,0
C04421,149,3,23325,3,3,4,10,Loyal Customers,3
C04422,41,10,8128,5,5,2,12,Loyal Customers,3
C04423,30,19,71164,5,5,5,15,Champions,3
C04424,189,4,3750,3,3,2,8,Potential Loyalists,3
C04425,516,1,2180,1,2,1,4,Lost,0
C04426,295,2,13305,2,3,3,8,Potential Loyalists,0
C04427,251,2,3795,2,3,2,7,Potential Loyalists,3
C04428,347,1,9162,2,2,3,7,Potential Loyalists,0
C04429,118,6,50178,3,4,5,12,Loyal Customers,3
C04430,69,7,20500,4,4,4,12,Loyal Customers,3
C04431,43,17,100444,5,5,5,15,Champions,3
C04432,754,1,2059,1,2,1,4,Lost,0
C04433,102,4,5798,3,3,2,8,Potential Loyalists,3
C04434,599,1,4059,1,2,2,5,At Risk,0
C04435,25,10,222981,5,5,5,15,Champions,3
C04436,539,1,16889,1,2,3,6,At Risk,0
C04437,109,5,3909,3,4,2,9,Potential Loyalists,3
C04438,199,1,3761,3,2,2,7,Potential Loyalists,3
C04439,70,4,20387,4,3,4,11,Loyal Customers,3
C04440,637,1,2511,1,2,1,4,Lost,0
C04441,181,2,5642,3,3,2,8,Potential Loyalists,3
C04442,704,1,2087,1,2,1,4,Lost,0
C04443,70,4,10297,4,3,3,10,Loyal Customers,3
C04444,402,1,12069,2,2,3,7,Potential Loyalists,0
C04445,681,1,3952,1,2,2,5,At Risk,0
C04446,81,6,6013,4,4,2,10,Loyal Customers,3
C04447,30,8,10736,5,5,3,13,Champions,3
C04448,35,13,11832,5,5,3,13,Champions,3
C04449,99,5,5862,3,4,2,9,Potential Loyalists,3
C04450,761,1,3675,1,2,2,5,At Risk,0
C04451,115,4,64598,3,3,5,11,Loyal Customers,3
C04452,326,1,4355,2,2,2,6,At Risk,0
C04453,590,1,2769,1,2,1,4,Lost,0
C04454,383,2,6938,2,3,2,7,Potential Loyalists,0
C04455,76,6,11916,4,4,3,11,Loyal Customers,3
C04456,54,6,5000,5,4,2,11,Loyal Customers,3
C04457,277,1,3380,2,2,2,6,At Risk,0
C04458,441,1,1034,1,2,1,4,Lost,0
C04459,267,1,5632,2,2,2,6,At Risk,3
C04460,343,2,19079,2,3,4,9,Potential Loyalists,0
C04461,460,1,2353,1,2,1,4,Lost,0
C04462,58,6,78516,4,4,5,13,Champions,3
C04463,198,4,205369,3,3,5,11,Loyal Customers,3
C04464,134,2,7169,3,3,2,8,Potential Loyalists,3
C04465,563,1,853,1,2,1,4,Lost,0
C04466,114,5,9204,3,4,3,10,Loyal Customers,3
C04467,133,5,8661,3,4,3,10,Loyal Customers,3
C04468,767,1,4774,1,2,2,5,At Risk,0
C04469,75,7,118334,4,4,5,13,Champions,3
C04470,751,1,1513,1,2,1,4,Lost,0
C04471,95,4,20966,4,3,4,11,Loyal Customers,3
C04472,213,3,11858,2,3,3,8,Potential Loyalists,3
C04473,17,40,64345,5,5,5,15,Champions,2
C04474,87,8,11747,4,5,3,12,Loyal Customers,3
C04475,210,1,7052,2,2,2,6,At Risk,3
C04476,128,6,8333,3,4,3,10,Loyal Customers,3
C04477,302,1,2884,2,2,1,5,At Risk,0
C04478,61,8,49822,4,5,5,14,Champions,3
C04479,127,4,6062,3,3,2,8,Potential Loyalists,3
C04480,210,1,6092,2,2,2,6,At Risk,3
C04481,161,4,47214,3,3,5,11,Loyal Customers,3
C04482,44,5,178057,5,4,5,14,Champions,3
C04483,126,3,36616,3,3,4,10,Loyal Customers,3
C04484,82,8,16507,4,5,3,12,Loyal Customers,3
C04485,381,2,31792,2,3,4,9,Potential Loyalists,0
C04486,228,1,5244,2,2,2,6,At Risk,3
C04487,295,1,5480,2,2,2,6,At Risk,0
C04488,60,6,80599,4,4,5,13,Champions,3
C04489,88,5,5363,4,4,2,10,Loyal Customers,3
C04490,152,2,24504,3,3,4,10,Loyal Customers,3
C04491,92,2,15875,4,3,3,10,Loyal Customers,3
C04492,27,16,72741,5,5,5,15,Champions,3
C04493,202,1,695,2,2,1,5,At Risk,3
C04494,54,7,11977,5,4,3,12,Loyal Customers,3
C04495,116,6,8150,3,4,2,9,Potential Loyalists,3
C04496,599,1,18906,1,2,4,7,Potential Loyalists,0
C04497,7,40,205875,5,5,5,15,Champions,2
C04498,648,1,7649,1,2,2,5,At Risk,0
C04499,136,5,172470,3,4,5,12,Loyal Customers,3
C04500,111,6,41504,3,4,4,11,Loyal Customers,3
C04501,42,8,94611,5,5,5,15,Champions,3
C04502,674,1,1277,1,2,1,4,Lost,0
C04503,149,4,41152,3,3,4,10,Loyal Customers,3
C04504,388,1,9630,2,2,3,7,Potential Loyalists,0
C04505,513,1,935,1,2,1,4,Lost,0
C04506,101,6,122366,3,4,5,12,Loyal Customers,3
C04507,39,12,42531,5,5,5,15,Champions,3
C04508,61,13,13310,4,5,3,12,Loyal Customers,3
C04509,582,1,4184,1,2,2,5,At Risk,0
C04510,741,1,12261,1,2,3,6,At Risk,0
C04511,352,1,8182,2,2,2,6,At Risk,0
C04512,32,7,7242,5,4,2,11,Loyal Customers,3
C04513,36,9,139307,5,5,5,15,Champions,3
C04514,297,1,2061,2,2,1,5,At Risk,0
C04515,689,1,14877,1,2,3,6,At Risk,0
C04516,88,4,10702,4,3,3,10,Loyal Customers,3
C04517,543,1,2101,1,2,1,4,Lost,0
C04518,627,1,11838,1,2,3,6,At Risk,0
C04519,27,17,21457,5,5,4,14,Champions,3
C04520,93,7,43833,4,4,5,13,Champions,3
C04521,561,1,2419,1,2,1,4,Lost,0
C04522,307,1,8865,2,2,3,7,Potential Loyalists,0
C04523,103,6,64287,3,4,5,12,Loyal Customers,3
C04524,47,8,33540,5,5,4,14,Champions,3
C04525,558,1,733,1,2,1,4,Lost,0
C04526,479,1,2390,1,2,1,4,Lost,0
C04527,401,1,15069,2,2,3,7,Potential Loyalists,0
C04528,305,1,9842,2,2,3,7,Potential Loyalists,0
C04529,179,3,6623,3,3,2,8,Potential Loyalists,3
C04530,66,9,7642,4,5,2,11,Loyal Customers,3
C04531,274,2,70961,2,3,5,10,Loyal Customers,3
C04532,123,5,14905,3,4,3,10,Loyal Customers,3
C04533,96,8,75847,4,5,5,14,Champions,3
C04534,96,4,10625,4,3,3,10,Loyal Customers,3
C04535,80,7,26787,4,4,4,12,Loyal Customers,3
C04536,573,1,2300,1,2,1,4,Lost,0
C04537,449,1,3151,1,2,2,5,At Risk,0
C04538,93,6,43988,4,4,5,13,Champions,3
C04539,587,1,3645,1,2,2,5,At Risk,0
C04540,104,5,8973,3,4,3,10,Loyal Customers,3
C04541,26,12,750724,5,5,5,15,Champions,1
C04542,92,8,25270,4,5,4,13,Champions,3
C04543,659,1,755,1,2,1,4,Lost,0
C04544,63,5,4126,4,4,2,10,Loyal Customers,3
C04545,415,1,3390,2,2,2,6,At Risk,0
C04546,67,8,36790,4,5,4,13,Champions,3
C04547,562,1,6063,1,2,2,5,At Risk,0
C04548,160,5,4409,3,4,2,9,Potential Loyalists,3
C04549,121,5,38574,3,4,4,11,Loyal Customers,3
C04550,159,4,15217,3,3,3,9,Potential Loyalists,3
C04551,748,1,47762,1,2,5,8,Potential Loyalists,0
C04552,419,1,4388,2,2,2,6,At Risk,0
C04553,65,6,14752,4,4,3,11,Loyal Customers,3
C04554,56,7,22935,4,4,4,12,Loyal Customers,3
C04555,143,2,6420,3,3,2,8,Potential Loyalists,3
C04556,64,5,18306,4,4,4,12,Loyal Customers,3
C04557,744,1,3688,1,2,2,5,At Risk,0
C04558,258,2,4874,2,3,2,7,Potential Loyalists,3
C04559,50,12,736113,5,5,5,15,Champions,1
C04560,79,7,24145,4,4,4,12,Loyal Customers,3
C04561,31,15,9601,5,5,3,13,Champions,3
C04562,56,13,9924,4,5,3,12,Loyal Customers,3
C04563,176,2,30308,3,3,4,10,Loyal Customers,3
C04564,75,8,7037,4,5,2,11,Loyal Customers,3
C04565,486,1,1724,1,2,1,4,Lost,0
C04566,193,1,19740,3,2,4,9,Potential Loyalists,3
C04567,38,8,5711,5,5,2,12,Loyal Customers,3
C04568,17,23,83458,5,5,5,15,Champions,2
C04569,591,1,3450,1,2,2,5,At Risk,0
C04570,102,7,5402,3,4,2,9,Potential Loyalists,3
C04571,366,1,24558,2,2,4,8,Potential Loyalists,0
C04572,32,17,58112,5,5,5,15,Champions,3
C04573,232,1,4358,2,2,2,6,At Risk,3
C04574,312,1,2313,2,2,1,5,At Risk,0
C04575,340,1,2580,2,2,1,5,At Risk,0
C04576,528,1,3387,1,2,2,5,At Risk,0
C04577,192,4,8807,3,3,3,9,Potential Loyalists,3
C04578,102,7,27014,3,4,4,11,Loyal Customers,3
C04579,67,5,12118,4,4,3,11,Loyal Customers,3
C04580,124,4,72581,3,3,5,11,Loyal Customers,3
C04581,55,8,28741,4,5,4,13,Champions,3
C04582,49,7,65820,5,4,5,14,Champions,3
C04583,442,1,11454,1,2,3,6,At Risk,0
C04584,89,8,6967,4,5,2,11,Loyal Customers,3
C04585,520,1,6972,1,2,2,5,At Risk,0
C04586,338,2,42421,2,3,5,10,Loyal Customers,0
C04587,129,6,50803,3,4,5,12,Loyal Customers,3
C04588,324,2,20469,2,3,4,9,Potential Loyalists,0
C04589,359,2,3593,2,3,2,7,Potential Loyalists,0
C04590,744,1,4824,1,2,2,5,At Risk,0
C04591,47,6,23783,5,4,4,13,Champions,3
C04592,140,2,5811,3,3,2,8,Potential Loyalists,3
C04593,440,1,4385,1,2,2,5,At Risk,0
C04594,27,9,7514,5,5,2,12,Loyal Customers,3
C04595,50,10,9178,5,5,3,13,Champions,3
C04596,555,1,2583,1,2,1,4,Lost,0
C04597,263,2,2460,2,3,1,6,At Risk,3
C04598,760,1,1393,1,2,1,4,Lost,0
C04599,190,1,946,3,2,1,6,At Risk,3
C04600,51,4,18755,5,3,4,12,Loyal Customers,3
C04601,198,4,9799,3,3,3,9,Potential Loyalists,3
C04602,607,1,11680,1,2,3,6,At Risk,0
C04603,68,7,94616,4,4,5,13,Champions,3
C04604,31,8,138575,5,5,5,15,Champions,3
C04605,50,7,22756,5,4,4,13,Champions,3
C04606,219,3,4221,2,3,2,7,Potential Loyalists,3
C04607,131,5,3405,3,4,2,9,Potential Loyalists,3
C04608,40,11,27457,5,5,4,14,Champions,3
C04609,83,6,41731,4,4,4,12,Loyal Customers,3
C04610,93,8,278671,4,5,5,14,Champions,3
C04611,109,5,5249,3,4,2,9,Potential Loyalists,3
C04612,742,1,407,1,2,1,4,Lost,0
C04613,52,7,12437,5,4,3,12,Loyal Customers,3
C04614,670,1,8176,1,2,2,5,At Risk,0
C04615,27,7,125093,5,4,5,14,Champions,3
C04616,50,9,8178,5,5,2,12,Loyal Customers,3
C04617,613,1,38599,1,2,4,7,Potential Loyalists,0
C04618,76,8,10691,4,5,3,12,Loyal Customers,3
C04619,46,8,11513,5,5,3,13,Champions,3
C04620,25,25,21701,5,5,4,14,Champions,2
C04621,266,1,3867,2,2,2,6,At Risk,3
C04622,406,1,549,2,2,1,5,At Risk,0
C04623,88,5,50755,4,4,5,13,Champions,3
C04624,274,1,754,2,2,1,5,At Risk,0
C04625,27,10,151909,5,5,5,15,Champions,3
C04626,16,23,461465,5,5,5,15,Champions,1
C04627,641,1,3859,1,2,2,5,At Risk,0
C04628,37,6,67242,5,4,5,14,Champions,3
C04629,392,1,8451,2,2,3,7,Potential Loyalists,0
C04630,294,2,31965,2,3,4,9,Potential Loyalists,3
C04631,128,4,8544,3,3,3,9,Potential Loyalists,3
C04632,782,1,21334,1,2,4,7,Potential Loyalists,0
C04633,391,1,914,2,2,1,5,At Risk,0
C04634,30,7,36801,5,4,4,13,Champions,3
C04635,62,5,21156,4,4,4,12,Loyal Customers,3
C04636,166,2,38670,3,3,4,10,Loyal Customers,3
C04637,17,13,47087,5,5,5,15,Champions,3
C04638,71,5,45182,4,4,5,13,Champions,3
C04639,184,1,2216,3,2,1,6,At Risk,3
C04640,283,2,5156,2,3,2,7,Potential Loyalists,3
C04641,69,6,9824,4,4,3,11,Loyal Customers,3
C04642,188,4,14463,3,3,3,9,Potential Loyalists,3
C04643,41,5,13566,5,4,3,12,Loyal Customers,3
C04644,95,5,24766,4,4,4,12,Loyal Customers,3
C04645,77,10,204583,4,5,5,14,Champions,3
C04646,112,7,33293,3,4,4,11,Loyal Customers,3
C04647,565,1,4326,1,2,2,5,At Risk,0
C04648,420,1,3754,2,2,2,6,At Risk,0
C04649,154,4,11659,3,3,3,9,Potential Loyalists,3
C04650,715,1,2328,1,2,1,4,Lost,0
C04651,82,8,63154,4,5,5,14,Champions,3
C04652,45,7,15718,5,4,3,12,Loyal Customers,3
C04653,697,1,3709,1,2,2,5,At Risk,0
C04654,96,2,7260,4,3,2,9,Potential Loyalists,3
C04655,86,4,29520,4,3,4,11,Loyal Customers,3
C04656,17,14,38881,5,5,4,14,Champions,3
C04657,53,11,25265,5,5,4,14,Champions,3
C04658,89,7,81832,4,4,5,13,Champions,3
C04659,7,35,53252,5,5,5,15,Champions,2
C04660,28,12,11830,5,5,3,13,Champions,3
C04661,135,4,134899,3,3,5,11,Loyal Customers,3
C04662,7,45,67530,5,5,5,15,Champions,2
C04663,771,1,821,1,2,1,4,Lost,0
C04664,25,8,20287,5,5,4,14,Champions,3
C04665,46,6,67828,5,4,5,14,Champions,3
C04666,114,7,28722,3,4,4,11,Loyal Customers,3
C04667,747,1,7265,1,2,2,5,At Risk,0
C04668,137,2,41188,3,3,4,10,Loyal Customers,3
C04669,559,1,2684,1,2,1,4,Lost,0
C04670,153,3,17467,3,3,4,10,Loyal Customers,3
C04671,67,5,11655,4,4,3,11,Loyal Customers,3
C04672,56,8,125496,4,5,5,14,Champions,3
C04673,301,2,14503,2,3,3,8,Potential Loyalists,0
C04674,261,2,5071,2,3,2,7,Potential Loyalists,3
C04675,62,5,50618,4,4,5,13,Champions,3
C04676,357,1,7457,2,2,2,6,At Risk,0
C04677,640,1,1391,1,2,1,4,Lost,0
C04678,321,1,4372,2,2,2,6,At Risk,0
C04679,54,10,114251,5,5,5,15,Champions,3
C04680,45,7,39394,5,4,4,13,Champions,3
C04681,25,8,16661,5,5,3,13,Champions,3
C04682,166,4,11528,3,3,3,9,Potential Loyalists,3
C04683,10,24,150077,5,5,5,15,Champions,2
C04684,428,1,749,2,2,1,5,At Risk,0
C04685,272,1,3168,2,2,2,6,At Risk,3
C04686,50,8,132937,5,5,5,15,Champions,3
C04687,122,4,5463,3,3,2,8,Potential Loyalists,3
C04688,167,3,2380,3,3,1,7,Potential Loyalists,3
C04689,60,7,33654,4,4,4,12,Loyal Customers,3
C04690,74,8,356536,4,5,5,14,Champions,1
C04691,67,5,22778,4,4,4,12,Loyal Customers,3
C04692,51,7,6105,5,4,2,11,Loyal Customers,3
C04693,688,1,2302,1,2,1,4,Lost,0
C04694,50,8,25854,5,5,4,14,Champions,3
C04695,86,7,53930,4,4,5,13,Champions,3
C04696,481,1,7242,1,2,2,5,At Risk,0
C04697,101,7,17130,3,4,4,11,Loyal Customers,3
C04698,296,1,17492,2,2,4,8,Potential Loyalists,0
C04699,415,1,6000,2,2,2,6,At Risk,0
C04700,35,11,78118,5,5,5,15,Champions,3
C04701,40,6,18355,5,4,4,13,Champions,3
C04702,56,7,24814,4,4,4,12,Loyal Customers,3
C04703,80,6,46690,4,4,5,13,Champions,3
C04704,124,2,8419,3,3,3,9,Potential Loyalists,3
C04705,47,6,6990,5,4,2,11,Loyal Customers,3
C04706,200,4,3564,2,3,2,7,Potential Loyalists,3
C04707,95,7,63391,4,4,5,13,Champions,3
C04708,537,1,1003,1,2,1,4,Lost,0
C04709,208,1,1379,2,2,1,5,At Risk,3
C04710,13,29,73436,5,5,5,15,Champions,2
C04711,686,1,2231,1,2,1,4,Lost,0
C04712,561,1,1106,1,2,1,4,Lost,0
C04713,8,26,30532,5,5,4,14,Champions,2
C04714,139,5,12923,3,4,3,10,Loyal Customers,3
C04715,771,1,3590,1,2,2,5,At Risk,0
C04716,64,7,11117,4,4,3,11,Loyal Customers,3
C04717,113,5,6125,3,4,2,9,Potential Loyalists,3
C04718,63,7,331044,4,4,5,13,Champions,1
C04719,87,9,29351,4,5,4,13,Champions,3
C04720,154,5,31654,3,4,4,11,Loyal Customers,3
C04721,383,1,685,2,2,1,5,At Risk,0
C04722,158,2,2463,3,3,1,7,Potential Loyalists,3
C04723,631,1,1121,1,2,1,4,Lost,0
C04724,36,8,35730,5,5,4,14,Champions,3
